number,value,datetime_start,datetime_complete,duration,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,mutation_ratio,no_generations,var,best_value,record_type
126.0,-989.090180057296,2024-04-25 22:51:19.696421,2024-04-25 22:51:26.620914,0 days 00:00:06.924493,0.4,760.0,720.0,2.0,COMPLETE,,,,,,
127.0,-987.219559678577,2024-04-25 22:51:26.621914,2024-04-25 22:51:31.301701,0 days 00:00:04.679787,0.5,580.0,620.0,2.0,COMPLETE,,,,,,
128.0,-989.5962088019476,2024-04-25 22:51:31.302725,2024-04-25 22:51:34.440338,0 days 00:00:03.137613,0.6,540.0,460.0,2.0,COMPLETE,,,,,,
129.0,-989.4658248370454,2024-04-25 22:51:34.441339,2024-04-25 22:51:37.404667,0 days 00:00:02.963328,0.6,480.0,480.0,2.0,COMPLETE,,,,,,
130.0,-986.9890137798402,2024-04-25 22:51:37.406646,2024-04-25 22:51:40.190520,0 days 00:00:02.783874,0.2,540.0,420.0,2.0,COMPLETE,,,,,,
131.0,-989.5644084373134,2024-04-25 22:51:40.191520,2024-04-25 22:51:43.183516,0 days 00:00:02.991996,0.6,520.0,450.0,2.0,COMPLETE,,,,,,
132.0,-967.8549955546521,2024-04-25 22:51:43.184515,2024-04-25 22:51:45.537711,0 days 00:00:02.353196,0.6,520.0,350.0,2.0,COMPLETE,,,,,,
133.0,-982.5345579303872,2024-04-25 22:51:45.538715,2024-04-25 22:51:49.040593,0 days 00:00:03.501878,0.6,500.0,540.0,2.0,COMPLETE,,,,,,
134.0,-984.0289183208126,2024-04-25 22:51:49.041595,2024-04-25 22:51:52.564195,0 days 00:00:03.522600,0.6,540.0,500.0,2.0,COMPLETE,,,,,,
135.0,-989.1375655965523,2024-04-25 22:51:52.565197,2024-04-25 22:51:56.142422,0 days 00:00:03.577225,0.7000000000000001,600.0,460.0,2.0,COMPLETE,,,,,,
136.0,-985.7000962305365,2024-04-25 22:51:56.144401,2024-04-25 22:51:58.717162,0 days 00:00:02.572761,0.6,460.0,430.0,2.0,COMPLETE,,,,,,
137.0,-985.8633738678859,2024-04-25 22:51:58.718186,2024-04-25 22:52:01.166267,0 days 00:00:02.448081,0.5,520.0,380.0,2.0,COMPLETE,,,,,,
138.0,-971.0055702626996,2024-04-25 22:52:01.168243,2024-04-25 22:52:04.403310,0 days 00:00:03.235067,0.7000000000000001,560.0,450.0,2.0,COMPLETE,,,,,,
139.0,-983.7748457198289,2024-04-25 22:52:04.404290,2024-04-25 22:52:08.772146,0 days 00:00:04.367856,0.5,580.0,590.0,2.0,COMPLETE,,,,,,
140.0,-988.9941978589027,2024-04-25 22:52:08.774356,2024-04-25 22:52:11.915742,0 days 00:00:03.141386,0.6,420.0,570.0,1.0,COMPLETE,,,,,,
141.0,-989.7221767479043,2024-04-25 22:52:11.916717,2024-04-25 22:52:16.911737,0 days 00:00:04.995020,1.0,700.0,520.0,2.0,COMPLETE,,,,,,
142.0,-988.7101931696958,2024-04-25 22:52:16.913738,2024-04-25 22:52:21.288259,0 days 00:00:04.374521,0.5,680.0,510.0,2.0,COMPLETE,,,,,,
143.0,-987.7762905462913,2024-04-25 22:52:21.289239,2024-04-25 22:52:25.871432,0 days 00:00:04.582193,1.0,620.0,550.0,2.0,COMPLETE,,,,,,
144.0,-989.5112682678788,2024-04-25 22:52:25.873432,2024-04-25 22:52:30.954438,0 days 00:00:05.081006,0.6,760.0,520.0,2.0,COMPLETE,,,,,,
145.0,-987.6255326239038,2024-04-25 22:52:30.955552,2024-04-25 22:52:34.905607,0 days 00:00:03.950055,0.8,480.0,610.0,2.0,COMPLETE,,,,,,
146.0,-989.6012020711439,2024-04-25 22:52:34.906609,2024-04-25 22:52:39.272239,0 days 00:00:04.365630,0.7000000000000001,700.0,480.0,2.0,COMPLETE,,,,,,
147.0,-989.649886974827,2024-04-25 22:52:39.273238,2024-04-25 22:52:43.414829,0 days 00:00:04.141591,0.7000000000000001,680.0,470.0,2.0,COMPLETE,,,,,,
148.0,-983.2464010012774,2024-04-25 22:52:43.415806,2024-04-25 22:52:47.420208,0 days 00:00:04.004402,0.7000000000000001,700.0,440.0,2.0,COMPLETE,,,,,,
149.0,-988.7891052328944,2024-04-25 22:52:47.421231,2024-04-25 22:52:50.893357,0 days 00:00:03.472126,0.7000000000000001,660.0,410.0,2.0,COMPLETE,,,,,,
150.0,-984.3476771524263,2024-04-25 22:52:50.894338,2024-04-25 22:52:55.114939,0 days 00:00:04.220601,0.7000000000000001,680.0,470.0,2.0,COMPLETE,,,,,,
151.0,-988.5526900194914,2024-04-25 22:52:55.115940,2024-04-25 22:52:59.035521,0 days 00:00:03.919581,0.7000000000000001,740.0,410.0,2.0,COMPLETE,,,,,,
152.0,-988.7996872659078,2024-04-25 22:52:59.037544,2024-04-25 22:53:03.626954,0 days 00:00:04.589410,0.7000000000000001,720.0,490.0,2.0,COMPLETE,,,,,,
153.0,-987.8057014513709,2024-04-25 22:53:03.628955,2024-04-25 22:53:08.103127,0 days 00:00:04.474172,0.8,640.0,530.0,2.0,COMPLETE,,,,,,
154.0,-987.0159318361423,2024-04-25 22:53:08.104127,2024-04-25 22:53:11.905420,0 days 00:00:03.801293,0.7000000000000001,620.0,470.0,2.0,COMPLETE,,,,,,
155.0,-989.716722671438,2024-04-25 22:53:11.906419,2024-04-25 22:53:19.918437,0 days 00:00:08.012018,0.7000000000000001,720.0,810.0,2.0,COMPLETE,,,,,,
156.0,-989.0670555415245,2024-04-25 22:53:19.919436,2024-04-25 22:53:27.568746,0 days 00:00:07.649310,0.7000000000000001,680.0,820.0,2.0,COMPLETE,,,,,,
157.0,-986.7398368750331,2024-04-25 22:53:27.570771,2024-04-25 22:53:31.810796,0 days 00:00:04.240025,0.7000000000000001,720.0,450.0,2.0,COMPLETE,,,,,,
158.0,-989.4709313453288,2024-04-25 22:53:31.812798,2024-04-25 22:53:35.565286,0 days 00:00:03.752488,0.6,580.0,500.0,2.0,COMPLETE,,,,,,
159.0,-986.9320318715819,2024-04-25 22:53:35.566285,2024-04-25 22:53:40.568338,0 days 00:00:05.002053,0.7000000000000001,660.0,570.0,2.0,COMPLETE,,,,,,
160.0,-988.9614552441719,2024-04-25 22:53:40.569340,2024-04-25 22:53:45.306306,0 days 00:00:04.736966,0.6,700.0,530.0,2.0,COMPLETE,,,,,,
161.0,-988.7738880205195,2024-04-25 22:53:45.307303,2024-04-25 22:53:53.143267,0 days 00:00:07.835964,0.8,740.0,790.0,2.0,COMPLETE,,,,,,
162.0,-989.7117966430998,2024-04-25 22:53:53.144267,2024-04-25 22:54:00.676303,0 days 00:00:07.532036,0.7000000000000001,760.0,750.0,2.0,COMPLETE,,,,,,
163.0,-989.3251505437333,2024-04-25 22:54:00.678304,2024-04-25 22:54:08.544672,0 days 00:00:07.866368,0.7000000000000001,780.0,760.0,2.0,COMPLETE,,,,,,
164.0,-987.0839022664784,2024-04-25 22:54:08.545672,2024-04-25 22:54:16.505118,0 days 00:00:07.959446,0.7000000000000001,700.0,850.0,2.0,COMPLETE,,,,,,
165.0,-987.4629559569653,2024-04-25 22:54:16.507095,2024-04-25 22:54:23.945618,0 days 00:00:07.438523,0.7000000000000001,760.0,740.0,2.0,COMPLETE,,,,,,
166.0,-986.8305306219215,2024-04-25 22:54:23.946618,2024-04-25 22:54:26.542783,0 days 00:00:02.596165,0.7000000000000001,520.0,390.0,2.0,COMPLETE,,,,,,
167.0,-987.455722214185,2024-04-25 22:54:26.543940,2024-04-25 22:54:31.209688,0 days 00:00:04.665748,0.6,560.0,650.0,2.0,COMPLETE,,,,,,
168.0,-987.8708199224656,2024-04-25 22:54:31.210685,2024-04-25 22:54:34.954000,0 days 00:00:03.743315,0.7000000000000001,600.0,480.0,2.0,COMPLETE,,,,,,
169.0,-983.7830566224818,2024-04-25 22:54:34.956021,2024-04-25 22:54:42.205133,0 days 00:00:07.249112,0.6,720.0,770.0,2.0,COMPLETE,,,,,,
170.0,-989.1131660592168,2024-04-25 22:54:42.207109,2024-04-25 22:54:50.799425,0 days 00:00:08.592316,0.6,800.0,810.0,2.0,COMPLETE,,,,,,
171.0,-986.667122256086,2024-04-25 22:54:50.800405,2024-04-25 22:54:59.374176,0 days 00:00:08.573771,0.8,760.0,830.0,2.0,COMPLETE,,,,,,
172.0,-988.6464194178875,2024-04-25 22:54:59.375152,2024-04-25 22:55:07.634558,0 days 00:00:08.259406,0.9,740.0,800.0,2.0,COMPLETE,,,,,,
173.0,-988.8022375625292,2024-04-25 22:55:07.636556,2024-04-25 22:55:13.258534,0 days 00:00:05.621978,0.7000000000000001,540.0,780.0,2.0,COMPLETE,,,,,,
174.0,-989.3884636370835,2024-04-25 22:55:13.260558,2024-04-25 22:55:19.552361,0 days 00:00:06.291803,1.0,780.0,590.0,2.0,COMPLETE,,,,,,
175.0,-989.7120923095404,2024-04-25 22:55:19.553360,2024-04-25 22:55:26.774274,0 days 00:00:07.220914,0.7000000000000001,720.0,750.0,2.0,COMPLETE,,,,,,
176.0,-989.1718714672663,2024-04-25 22:55:26.775294,2024-04-25 22:55:32.741235,0 days 00:00:05.965941,0.7000000000000001,660.0,690.0,2.0,COMPLETE,,,,,,
177.0,-988.9092181294553,2024-04-25 22:55:32.743234,2024-04-25 22:55:40.125238,0 days 00:00:07.382004,0.7000000000000001,740.0,760.0,2.0,COMPLETE,,,,,,
178.0,-989.4925320030995,2024-04-25 22:55:40.127237,2024-04-25 22:55:44.222278,0 days 00:00:04.095041,0.7000000000000001,500.0,630.0,2.0,COMPLETE,,,,,,
179.0,-989.1055007457464,2024-04-25 22:55:44.223274,2024-04-25 22:55:51.080407,0 days 00:00:06.857133,0.6,680.0,750.0,2.0,COMPLETE,,,,,,
180.0,-989.0050584544003,2024-04-25 22:55:51.081407,2024-04-25 22:55:56.102970,0 days 00:00:05.021563,0.7000000000000001,700.0,560.0,2.0,COMPLETE,,,,,,
181.0,-984.8625330646466,2024-04-25 22:55:56.104949,2024-04-25 22:56:03.866408,0 days 00:00:07.761459,0.9,720.0,780.0,2.0,COMPLETE,,,,,,
182.0,-988.4547522707564,2024-04-25 22:56:03.868386,2024-04-25 22:56:10.641367,0 days 00:00:06.772981,0.8,700.0,730.0,2.0,COMPLETE,,,,,,
183.0,-987.4395519495358,2024-04-25 22:56:10.642366,2024-04-25 22:56:15.855598,0 days 00:00:05.213232,0.7000000000000001,560.0,710.0,2.0,COMPLETE,,,,,,
184.0,-988.9484957259649,2024-04-25 22:56:15.856595,2024-04-25 22:56:23.804871,0 days 00:00:07.948276,0.8,740.0,800.0,2.0,COMPLETE,,,,,,
185.0,-988.8492111286916,2024-04-25 22:56:23.806895,2024-04-25 22:56:29.876919,0 days 00:00:06.070024,0.6,780.0,600.0,2.0,COMPLETE,,,,,,
186.0,-986.686322805085,2024-04-25 22:56:29.877898,2024-04-25 22:56:32.931336,0 days 00:00:03.053438,0.5,540.0,450.0,2.0,COMPLETE,,,,,,
187.0,-985.4745665909321,2024-04-25 22:56:32.932336,2024-04-25 22:56:37.117239,0 days 00:00:04.184903,0.7000000000000001,640.0,510.0,2.0,COMPLETE,,,,,,
188.0,-989.4375977545712,2024-04-25 22:56:37.118237,2024-04-25 22:56:38.265910,0 days 00:00:01.147673,0.7000000000000001,160.0,540.0,2.0,COMPLETE,,,,,,
189.0,-988.7410891953311,2024-04-25 22:56:38.267888,2024-04-25 22:56:42.705276,0 days 00:00:04.437388,0.6,580.0,580.0,2.0,COMPLETE,,,,,,
190.0,-983.3866519885933,2024-04-25 22:56:42.706284,2024-04-25 22:56:48.695366,0 days 00:00:05.989082,1.0,520.0,820.0,2.0,COMPLETE,,,,,,
191.0,-988.9189074609948,2024-04-25 22:56:48.696346,2024-04-25 22:56:51.733222,0 days 00:00:03.036876,0.5,440.0,550.0,2.0,COMPLETE,,,,,,
192.0,-985.8848294662183,2024-04-25 22:56:51.734227,2024-04-25 22:56:54.710389,0 days 00:00:02.976162,0.5,480.0,490.0,2.0,COMPLETE,,,,,,
193.0,-988.8523752469432,2024-04-25 22:56:54.711412,2024-04-25 22:56:58.011352,0 days 00:00:03.299940,0.5,500.0,520.0,2.0,COMPLETE,,,,,,
194.0,-988.9325534222733,2024-04-25 22:56:58.013351,2024-04-25 22:57:03.337128,0 days 00:00:05.323777,0.5,740.0,570.0,2.0,COMPLETE,,,,,,
195.0,-987.3388628865406,2024-04-25 22:57:03.338152,2024-04-25 22:57:07.691338,0 days 00:00:04.353186,0.5,460.0,740.0,2.0,COMPLETE,,,,,,
196.0,-987.3923122500574,2024-04-25 22:57:07.692338,2024-04-25 22:57:12.096474,0 days 00:00:04.404136,0.7000000000000001,720.0,470.0,1.0,COMPLETE,,,,,,
197.0,-981.9259826853322,2024-04-25 22:57:12.097499,2024-04-25 22:57:16.307069,0 days 00:00:04.209570,0.6,520.0,610.0,2.0,COMPLETE,,,,,,
198.0,-988.8953280557907,2024-04-25 22:57:16.308067,2024-04-25 22:57:22.253406,0 days 00:00:05.945339,0.7000000000000001,820.0,550.0,2.0,COMPLETE,,,,,,
199.0,-988.9662923843057,2024-04-25 22:57:22.255403,2024-04-25 22:57:25.316422,0 days 00:00:03.061019,0.5,560.0,430.0,2.0,COMPLETE,,,,,,
200.0,-989.6273603600931,2024-04-25 22:57:25.317423,2024-04-25 22:57:31.372658,0 days 00:00:06.055235,0.4,620.0,770.0,2.0,COMPLETE,,,,,,
201.0,-986.3651724240528,2024-04-25 22:57:31.374632,2024-04-25 22:57:37.302648,0 days 00:00:05.928016,0.30000000000000004,620.0,760.0,2.0,COMPLETE,,,,,,
202.0,-987.1495703840951,2024-04-25 22:57:37.304628,2024-04-25 22:57:43.267406,0 days 00:00:05.962778,0.4,600.0,770.0,2.0,COMPLETE,,,,,,
203.0,-988.9039515029955,2024-04-25 22:57:43.268385,2024-04-25 22:57:50.183225,0 days 00:00:06.914840,0.4,680.0,790.0,2.0,COMPLETE,,,,,,
204.0,-984.7636230623541,2024-04-25 22:57:50.185227,2024-04-25 22:57:55.301842,0 days 00:00:05.116615,0.4,540.0,740.0,2.0,COMPLETE,,,,,,
205.0,-988.1571879859557,2024-04-25 22:57:55.302820,2024-04-25 22:57:59.303288,0 days 00:00:04.000468,0.7000000000000001,580.0,530.0,2.0,COMPLETE,,,,,,
206.0,-987.5444664033461,2024-04-25 22:57:59.304289,2024-04-25 22:58:08.201216,0 days 00:00:08.896927,0.7000000000000001,760.0,870.0,2.0,COMPLETE,,,,,,
207.0,-988.1379855455186,2024-04-25 22:58:08.203243,2024-04-25 22:58:15.519206,0 days 00:00:07.315963,0.6,660.0,840.0,2.0,COMPLETE,,,,,,
208.0,-981.5036885512138,2024-04-25 22:58:15.520224,2024-04-25 22:58:22.455076,0 days 00:00:06.934852,0.7000000000000001,720.0,720.0,2.0,COMPLETE,,,,,,
209.0,-989.5373011471869,2024-04-25 22:58:22.457076,2024-04-25 22:58:30.337150,0 days 00:00:07.880074,0.9,700.0,810.0,2.0,COMPLETE,,,,,,
210.0,-989.3828824767139,2024-04-25 22:58:30.338142,2024-04-25 22:58:38.060192,0 days 00:00:07.722050,0.9,700.0,810.0,2.0,COMPLETE,,,,,,
211.0,-989.3395420294426,2024-04-25 22:58:38.062170,2024-04-25 22:58:45.698198,0 days 00:00:07.636028,1.0,700.0,790.0,2.0,COMPLETE,,,,,,
212.0,-989.0067668019467,2024-04-25 22:58:45.699197,2024-04-25 22:58:53.067604,0 days 00:00:07.368407,0.9,720.0,760.0,2.0,COMPLETE,,,,,,
213.0,-989.2740209492923,2024-04-25 22:58:53.069604,2024-04-25 22:59:00.121357,0 days 00:00:07.051753,0.9,620.0,830.0,2.0,COMPLETE,,,,,,
214.0,-986.8568550695672,2024-04-25 22:59:00.122382,2024-04-25 22:59:07.435824,0 days 00:00:07.313442,0.2,760.0,780.0,2.0,COMPLETE,,,,,,
215.0,-985.0978749629885,2024-04-25 22:59:07.436847,2024-04-25 22:59:12.793316,0 days 00:00:05.356469,0.9,680.0,590.0,2.0,COMPLETE,,,,,,
216.0,-977.9079899096007,2024-04-25 22:59:12.795327,2024-04-25 22:59:16.045037,0 days 00:00:03.249710,0.8,500.0,500.0,2.0,COMPLETE,,,,,,
217.0,-983.7518497660649,2024-04-25 22:59:16.047042,2024-04-25 22:59:19.608234,0 days 00:00:03.561192,0.6,480.0,570.0,2.0,COMPLETE,,,,,,
218.0,-989.5749013872321,2024-04-25 22:59:19.609232,2024-04-25 22:59:26.644989,0 days 00:00:07.035757,0.9,640.0,800.0,2.0,COMPLETE,,,,,,
219.0,-988.6845110241874,2024-04-25 22:59:26.645986,2024-04-25 22:59:33.758007,0 days 00:00:07.112021,0.9,640.0,810.0,2.0,COMPLETE,,,,,,
220.0,-989.5227031850377,2024-04-25 22:59:33.759006,2024-04-25 22:59:40.856303,0 days 00:00:07.097297,0.9,600.0,860.0,2.0,COMPLETE,,,,,,
221.0,-989.2477265924072,2024-04-25 22:59:40.858305,2024-04-25 22:59:47.983432,0 days 00:00:07.125127,0.9,660.0,790.0,2.0,COMPLETE,,,,,,
222.0,-989.3231667457378,2024-04-25 22:59:47.984413,2024-04-25 22:59:55.272341,0 days 00:00:07.287928,0.7000000000000001,720.0,760.0,2.0,COMPLETE,,,,,,
223.0,-989.6268311950162,2024-04-25 22:59:55.274342,2024-04-25 23:00:02.348556,0 days 00:00:07.074214,0.9,640.0,800.0,2.0,COMPLETE,,,,,,
224.0,-988.7321096352914,2024-04-25 23:00:02.349557,2024-04-25 23:00:09.668940,0 days 00:00:07.319383,0.9,640.0,840.0,2.0,COMPLETE,,,,,,
225.0,-983.1127921651283,2024-04-25 23:00:09.670940,2024-04-25 23:00:17.251730,0 days 00:00:07.580790,0.9,680.0,820.0,2.0,COMPLETE,,,,,,
226.0,-988.128234651321,2024-04-25 23:00:17.252729,2024-04-25 23:00:24.328723,0 days 00:00:07.075994,0.9,640.0,800.0,2.0,COMPLETE,,,,,,
227.0,-989.5955038365473,2024-04-25 23:00:24.329725,2024-04-25 23:00:30.986218,0 days 00:00:06.656493,0.9,620.0,780.0,2.0,COMPLETE,,,,,,
228.0,-987.6207844195097,2024-04-25 23:00:30.987217,2024-04-25 23:00:37.230919,0 days 00:00:06.243702,1.0,600.0,750.0,2.0,COMPLETE,,,,,,
229.0,-988.378232983288,2024-04-25 23:00:37.231917,2024-04-25 23:00:43.084189,0 days 00:00:05.852272,0.7000000000000001,560.0,780.0,2.0,COMPLETE,,,,,,
230.0,-989.3247373012264,2024-04-25 23:00:43.085389,2024-04-25 23:00:49.308851,0 days 00:00:06.223462,0.8,600.0,770.0,2.0,COMPLETE,,,,,,
231.0,-989.2360082528951,2024-04-25 23:00:49.309873,2024-04-25 23:00:56.601887,0 days 00:00:07.292014,0.9,660.0,800.0,2.0,COMPLETE,,,,,,
232.0,-988.0245232423599,2024-04-25 23:00:56.602865,2024-04-25 23:01:04.531634,0 days 00:00:07.928769,0.9,700.0,820.0,2.0,COMPLETE,,,,,,
233.0,-989.187968846124,2024-04-25 23:01:04.533282,2024-04-25 23:01:11.094656,0 days 00:00:06.561374,0.9,620.0,780.0,2.0,COMPLETE,,,,,,
234.0,-988.4906955110825,2024-04-25 23:01:11.095656,2024-04-25 23:01:14.608006,0 days 00:00:03.512350,0.9,580.0,450.0,2.0,COMPLETE,,,,,,
235.0,-986.9910969941609,2024-04-25 23:01:14.609008,2024-04-25 23:01:22.011144,0 days 00:00:07.402136,0.9,740.0,740.0,2.0,COMPLETE,,,,,,
236.0,-988.6387713901476,2024-04-25 23:01:22.012167,2024-04-25 23:01:28.864334,0 days 00:00:06.852167,0.9,620.0,800.0,2.0,COMPLETE,,,,,,
237.0,-989.6601963003463,2024-04-25 23:01:28.865355,2024-04-25 23:01:32.129170,0 days 00:00:03.263815,0.7000000000000001,540.0,470.0,2.0,COMPLETE,,,,,,
238.0,-989.2257499048121,2024-04-25 23:01:32.130149,2024-04-25 23:01:35.654301,0 days 00:00:03.524152,0.7000000000000001,540.0,490.0,2.0,COMPLETE,,,,,,
239.0,-988.6542866646955,2024-04-25 23:01:35.655302,2024-04-25 23:01:39.074912,0 days 00:00:03.419610,0.7000000000000001,560.0,470.0,2.0,COMPLETE,,,,,,
240.0,-988.3773700742886,2024-04-25 23:01:39.075943,2024-04-25 23:01:41.963869,0 days 00:00:02.887926,0.7000000000000001,520.0,430.0,2.0,COMPLETE,,,,,,
241.0,-987.5925862001366,2024-04-25 23:01:41.964850,2024-04-25 23:01:46.070607,0 days 00:00:04.105757,0.7000000000000001,680.0,460.0,2.0,COMPLETE,,,,,,
242.0,-989.6994987095534,2024-04-25 23:01:46.071610,2024-04-25 23:01:52.092226,0 days 00:00:06.020616,0.7000000000000001,580.0,780.0,2.0,COMPLETE,,,,,,
243.0,-983.2123721124275,2024-04-25 23:01:52.093224,2024-04-25 23:01:58.046597,0 days 00:00:05.953373,0.7000000000000001,580.0,770.0,2.0,COMPLETE,,,,,,
244.0,-988.4978085626203,2024-04-25 23:01:58.047595,2024-04-25 23:02:03.487571,0 days 00:00:05.439976,0.7000000000000001,560.0,720.0,2.0,COMPLETE,,,,,,
245.0,-983.4940075568667,2024-04-25 23:02:03.488572,2024-04-25 23:02:09.710039,0 days 00:00:06.221467,0.7000000000000001,620.0,750.0,2.0,COMPLETE,,,,,,
246.0,-988.9802894211789,2024-04-25 23:02:09.712040,2024-04-25 23:02:13.485336,0 days 00:00:03.773296,0.7000000000000001,600.0,480.0,2.0,COMPLETE,,,,,,
247.0,-988.6156898388476,2024-04-25 23:02:13.486336,2024-04-25 23:02:18.113521,0 days 00:00:04.627185,0.7000000000000001,540.0,640.0,2.0,COMPLETE,,,,,,
248.0,-988.0195137207918,2024-04-25 23:02:18.114523,2024-04-25 23:02:24.672176,0 days 00:00:06.557653,0.6,640.0,780.0,2.0,COMPLETE,,,,,,
249.0,-988.8855952337227,2024-04-25 23:02:24.673154,2024-04-25 23:02:28.600280,0 days 00:00:03.927126,0.7000000000000001,580.0,520.0,2.0,COMPLETE,,,,,,
250.0,-987.9075868445557,2024-04-25 23:02:28.601276,2024-04-25 23:02:33.993610,0 days 00:00:05.392334,0.6,540.0,760.0,2.0,COMPLETE,,,,,,
