number,value,datetime_start,datetime_complete,duration,params_gene_max,params_gene_min,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,mutation_ratio,no_generations,gene_min,gene_max,var,best_value,record_type
373.0,0.0022043075558718273,2024-04-26 00:57:15.575483,2024-04-26 00:57:18.639416,0 days 00:00:03.063933,220.0,-200.0,0.30000000000000004,940.0,490.0,2.0,COMPLETE,,,,,,,,
374.0,0.000473825195154157,2024-04-26 00:57:18.640439,2024-04-26 00:57:20.943345,0 days 00:00:02.302906,360.0,-120.0,0.30000000000000004,780.0,450.0,2.0,COMPLETE,,,,,,,,
375.0,0.00032919480895827926,2024-04-26 00:57:20.945331,2024-04-26 00:57:22.535558,0 days 00:00:01.590227,400.0,-140.0,0.1,500.0,490.0,2.0,COMPLETE,,,,,,,,
376.0,0.0010448175539621866,2024-04-26 00:57:22.537566,2024-04-26 00:57:26.044038,0 days 00:00:03.506472,20.0,-120.0,0.8,980.0,470.0,2.0,COMPLETE,,,,,,,,
377.0,0.006367119283129583,2024-04-26 00:57:26.046042,2024-04-26 00:57:27.437697,0 days 00:00:01.391655,260.0,-300.0,0.5,740.0,270.0,1.0,COMPLETE,,,,,,,,
378.0,9.202730454726567e-05,2024-04-26 00:57:27.439672,2024-04-26 00:57:30.205292,0 days 00:00:02.765620,200.0,-160.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
379.0,0.0003258560951388042,2024-04-26 00:57:30.206299,2024-04-26 00:57:32.779332,0 days 00:00:02.573033,220.0,-240.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
380.0,0.0007111497857031665,2024-04-26 00:57:32.781311,2024-04-26 00:57:35.622374,0 days 00:00:02.841063,340.0,-180.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
381.0,0.005683584597043909,2024-04-26 00:57:35.624386,2024-04-26 00:57:37.202341,0 days 00:00:01.577955,240.0,-140.0,0.4,940.0,250.0,2.0,COMPLETE,,,,,,,,
382.0,0.00038306864734336096,2024-04-26 00:57:37.204342,2024-04-26 00:57:38.294342,0 days 00:00:01.090000,480.0,-100.0,0.1,900.0,190.0,2.0,COMPLETE,,,,,,,,
383.0,0.0004493337719272357,2024-04-26 00:57:38.295341,2024-04-26 00:57:40.908497,0 days 00:00:02.613156,380.0,-160.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
384.0,0.0025251117410028862,2024-04-26 00:57:40.909498,2024-04-26 00:57:43.570924,0 days 00:00:02.661426,420.0,-120.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
385.0,0.0008031121226394424,2024-04-26 00:57:43.572897,2024-04-26 00:57:46.183215,0 days 00:00:02.610318,500.0,-320.0,0.1,980.0,430.0,2.0,COMPLETE,,,,,,,,
386.0,0.0056691358286337,2024-04-26 00:57:46.184204,2024-04-26 00:57:47.003214,0 days 00:00:00.819010,400.0,-280.0,0.30000000000000004,940.0,130.0,1.0,COMPLETE,,,,,,,,
387.0,0.00108480670398875,2024-04-26 00:57:47.005217,2024-04-26 00:57:49.616207,0 days 00:00:02.610990,180.0,-140.0,0.2,900.0,450.0,2.0,COMPLETE,,,,,,,,
388.0,0.0006386331259281783,2024-04-26 00:57:49.617220,2024-04-26 00:57:52.037302,0 days 00:00:02.420082,320.0,-80.0,0.1,820.0,470.0,2.0,COMPLETE,,,,,,,,
389.0,0.004271848520606967,2024-04-26 00:57:52.038303,2024-04-26 00:57:52.889760,0 days 00:00:00.851457,360.0,-180.0,0.2,780.0,170.0,2.0,COMPLETE,,,,,,,,
390.0,0.0008092364164792729,2024-04-26 00:57:52.890762,2024-04-26 00:57:55.951471,0 days 00:00:03.060709,480.0,-140.0,0.30000000000000004,940.0,490.0,2.0,COMPLETE,,,,,,,,
391.0,0.0015544139232468003,2024-04-26 00:57:55.953500,2024-04-26 00:57:57.148302,0 days 00:00:01.194802,240.0,-300.0,0.1,860.0,230.0,2.0,COMPLETE,,,,,,,,
392.0,0.00027853066845098784,2024-04-26 00:57:57.149302,2024-04-26 00:58:00.239127,0 days 00:00:03.089825,200.0,-120.0,0.2,980.0,490.0,2.0,COMPLETE,,,,,,,,
393.0,0.0003189845262284814,2024-04-26 00:58:00.240104,2024-04-26 00:58:02.847412,0 days 00:00:02.607308,380.0,-160.0,0.2,900.0,450.0,2.0,COMPLETE,,,,,,,,
394.0,0.0004170638165936734,2024-04-26 00:58:02.848412,2024-04-26 00:58:05.383445,0 days 00:00:02.535033,220.0,-160.0,0.1,860.0,470.0,2.0,COMPLETE,,,,,,,,
395.0,0.00027799494884950813,2024-04-26 00:58:05.384423,2024-04-26 00:58:08.383639,0 days 00:00:02.999216,500.0,-140.0,0.30000000000000004,940.0,470.0,2.0,COMPLETE,,,,,,,,
396.0,0.0013151545148931832,2024-04-26 00:58:08.385616,2024-04-26 00:58:10.768563,0 days 00:00:02.382947,420.0,-180.0,0.4,820.0,430.0,2.0,COMPLETE,,,,,,,,
397.0,0.0008047538695965422,2024-04-26 00:58:10.769563,2024-04-26 00:58:14.165259,0 days 00:00:03.395696,400.0,-120.0,0.5,980.0,490.0,2.0,COMPLETE,,,,,,,,
398.0,0.0002685684646295564,2024-04-26 00:58:14.167241,2024-04-26 00:58:16.938612,0 days 00:00:02.771371,180.0,-100.0,0.2,940.0,450.0,1.0,COMPLETE,,,,,,,,
399.0,9.140558513154174e-06,2024-04-26 00:58:16.939590,2024-04-26 00:58:20.334157,0 days 00:00:03.394567,340.0,-160.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
400.0,0.00018582724564222895,2024-04-26 00:58:20.335166,2024-04-26 00:58:21.463158,0 days 00:00:01.127992,340.0,-160.0,0.1,340.0,490.0,2.0,COMPLETE,,,,,,,,
401.0,0.0011622623525591258,2024-04-26 00:58:21.465166,2024-04-26 00:58:25.020519,0 days 00:00:03.555353,340.0,-200.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
402.0,0.0018014780713498353,2024-04-26 00:58:25.021525,2024-04-26 00:58:28.547615,0 days 00:00:03.526090,320.0,-160.0,0.9,940.0,490.0,2.0,COMPLETE,,,,,,,,
403.0,0.00032088447842757437,2024-04-26 00:58:28.548614,2024-04-26 00:58:31.775331,0 days 00:00:03.226717,360.0,-180.0,0.8,900.0,470.0,2.0,COMPLETE,,,,,,,,
404.0,0.0014543128721286405,2024-04-26 00:58:31.777353,2024-04-26 00:58:35.259362,0 days 00:00:03.482009,320.0,-160.0,0.6,980.0,490.0,2.0,COMPLETE,,,,,,,,
405.0,2.1630726913612096e-05,2024-04-26 00:58:35.260340,2024-04-26 00:58:38.028297,0 days 00:00:02.767957,340.0,-180.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
406.0,0.0018498484611191046,2024-04-26 00:58:38.030301,2024-04-26 00:58:41.490175,0 days 00:00:03.459874,360.0,-220.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
407.0,0.003094889985085156,2024-04-26 00:58:41.491140,2024-04-26 00:58:44.320528,0 days 00:00:02.829388,340.0,-200.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
408.0,2.8173173087171992e-05,2024-04-26 00:58:44.321531,2024-04-26 00:58:47.061793,0 days 00:00:02.740262,340.0,-180.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
409.0,0.00021388638127812652,2024-04-26 00:58:47.062769,2024-04-26 00:58:50.669729,0 days 00:00:03.606960,340.0,-180.0,0.9,940.0,470.0,2.0,COMPLETE,,,,,,,,
410.0,0.0015891219767848793,2024-04-26 00:58:50.670732,2024-04-26 00:58:54.293147,0 days 00:00:03.622415,340.0,-180.0,0.9,940.0,490.0,2.0,COMPLETE,,,,,,,,
411.0,0.001347978709026125,2024-04-26 00:58:54.295125,2024-04-26 00:58:57.628107,0 days 00:00:03.332982,340.0,-200.0,0.9,900.0,470.0,2.0,COMPLETE,,,,,,,,
412.0,0.0001617802339077819,2024-04-26 00:58:57.629107,2024-04-26 00:59:00.519587,0 days 00:00:02.890480,320.0,-160.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
413.0,0.0010772695023320282,2024-04-26 00:59:00.521449,2024-04-26 00:59:03.231389,0 days 00:00:02.709940,360.0,-160.0,0.1,900.0,470.0,2.0,COMPLETE,,,,,,,,
414.0,0.01084488992298944,2024-04-26 00:59:03.233394,2024-04-26 00:59:03.545410,0 days 00:00:00.312016,340.0,-180.0,0.9,940.0,30.0,2.0,COMPLETE,,,,,,,,
415.0,0.004968462376560478,2024-04-26 00:59:03.547415,2024-04-26 00:59:04.210391,0 days 00:00:00.662976,360.0,-320.0,0.1,940.0,110.0,2.0,COMPLETE,,,,,,,,
416.0,6.39902897012215e-05,2024-04-26 00:59:04.212394,2024-04-26 00:59:06.899278,0 days 00:00:02.686884,320.0,-160.0,0.1,900.0,470.0,2.0,COMPLETE,,,,,,,,
417.0,0.001631223127781142,2024-04-26 00:59:06.901283,2024-04-26 00:59:09.556673,0 days 00:00:02.655390,360.0,-140.0,0.1,860.0,490.0,2.0,COMPLETE,,,,,,,,
418.0,0.0002261864263751687,2024-04-26 00:59:09.557675,2024-04-26 00:59:12.345348,0 days 00:00:02.787673,340.0,-300.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
419.0,0.0007886093587869112,2024-04-26 00:59:12.346349,2024-04-26 00:59:15.213503,0 days 00:00:02.867154,320.0,-280.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
420.0,0.0009661798861612737,2024-04-26 00:59:15.215505,2024-04-26 00:59:17.947301,0 days 00:00:02.731796,340.0,-160.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
421.0,0.0015930034046178836,2024-04-26 00:59:17.949300,2024-04-26 00:59:21.547497,0 days 00:00:03.598197,380.0,-160.0,0.9,940.0,470.0,2.0,COMPLETE,,,,,,,,
422.0,0.0005324780887563986,2024-04-26 00:59:21.549493,2024-04-26 00:59:24.359255,0 days 00:00:02.809762,340.0,-180.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
423.0,0.0013801308473185845,2024-04-26 00:59:24.360255,2024-04-26 00:59:26.970672,0 days 00:00:02.610417,320.0,-140.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
424.0,0.0024742414021256603,2024-04-26 00:59:26.971648,2024-04-26 00:59:30.812592,0 days 00:00:03.840944,320.0,-180.0,1.0,980.0,490.0,2.0,COMPLETE,,,,,,,,
425.0,0.0007683690018091926,2024-04-26 00:59:30.813587,2024-04-26 00:59:32.476587,0 days 00:00:01.663000,360.0,-140.0,0.1,540.0,470.0,2.0,COMPLETE,,,,,,,,
426.0,0.00026044901560189575,2024-04-26 00:59:32.477588,2024-04-26 00:59:35.493101,0 days 00:00:03.015513,340.0,-260.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
427.0,0.001279548315743078,2024-04-26 00:59:35.495102,2024-04-26 00:59:38.134654,0 days 00:00:02.639552,380.0,-200.0,0.1,900.0,470.0,2.0,COMPLETE,,,,,,,,
428.0,0.0002709340943389797,2024-04-26 00:59:38.135653,2024-04-26 00:59:41.046971,0 days 00:00:02.911318,360.0,-160.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
429.0,0.0004472401421821455,2024-04-26 00:59:41.048953,2024-04-26 00:59:43.967681,0 days 00:00:02.918728,300.0,-140.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
430.0,7.066949961253004e-05,2024-04-26 00:59:43.968659,2024-04-26 00:59:46.944029,0 days 00:00:02.975370,320.0,-180.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
431.0,0.0013872418331450226,2024-04-26 00:59:46.946033,2024-04-26 00:59:49.403041,0 days 00:00:02.457008,380.0,-160.0,0.1,860.0,450.0,2.0,COMPLETE,,,,,,,,
432.0,0.0013494575843972527,2024-04-26 00:59:49.405041,2024-04-26 00:59:52.226016,0 days 00:00:02.820975,360.0,-140.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
433.0,0.0006434886427224649,2024-04-26 00:59:52.227016,2024-04-26 00:59:55.080636,0 days 00:00:02.853620,400.0,-320.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
434.0,0.0004065299993474546,2024-04-26 00:59:55.081632,2024-04-26 00:59:57.542371,0 days 00:00:02.460739,340.0,-400.0,0.1,860.0,450.0,2.0,COMPLETE,,,,,,,,
435.0,0.0015521593938803745,2024-04-26 00:59:57.544374,2024-04-26 00:59:59.373059,0 days 00:00:01.828685,500.0,-300.0,0.2,980.0,290.0,2.0,COMPLETE,,,,,,,,
436.0,0.0014096792576798285,2024-04-26 00:59:59.374081,2024-04-26 01:00:02.084401,0 days 00:00:02.710320,300.0,-160.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
437.0,0.0067616481834671845,2024-04-26 01:00:02.085400,2024-04-26 01:00:04.056807,0 days 00:00:01.971407,380.0,-180.0,0.1,940.0,330.0,2.0,COMPLETE,,,,,,,,
438.0,0.0013750997831598944,2024-04-26 01:00:04.058807,2024-04-26 01:00:06.835014,0 days 00:00:02.776207,400.0,-140.0,0.2,900.0,470.0,2.0,COMPLETE,,,,,,,,
439.0,0.0026026276016323435,2024-04-26 01:00:06.836015,2024-04-26 01:00:09.518033,0 days 00:00:02.682018,320.0,-160.0,0.4,820.0,470.0,2.0,COMPLETE,,,,,,,,
440.0,0.0011246260657497113,2024-04-26 01:00:09.520036,2024-04-26 01:00:10.727604,0 days 00:00:01.207568,420.0,-140.0,0.1,380.0,490.0,2.0,COMPLETE,,,,,,,,
441.0,0.00031844151985510583,2024-04-26 01:00:10.728631,2024-04-26 01:00:13.622185,0 days 00:00:02.893554,360.0,-160.0,0.2,980.0,450.0,2.0,COMPLETE,,,,,,,,
442.0,0.0013111260246491026,2024-04-26 01:00:13.623188,2024-04-26 01:00:16.080378,0 days 00:00:02.457190,340.0,-180.0,0.5,700.0,490.0,2.0,COMPLETE,,,,,,,,
443.0,0.0003117636333674811,2024-04-26 01:00:16.082379,2024-04-26 01:00:19.120413,0 days 00:00:03.038034,280.0,-200.0,0.8,860.0,470.0,2.0,COMPLETE,,,,,,,,
444.0,0.0004553227216235062,2024-04-26 01:00:19.122414,2024-04-26 01:00:22.107355,0 days 00:00:02.984941,500.0,-160.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
445.0,0.0004427674830601442,2024-04-26 01:00:22.109354,2024-04-26 01:00:25.286733,0 days 00:00:03.177379,480.0,-140.0,0.9,900.0,450.0,2.0,COMPLETE,,,,,,,,
446.0,0.0007629137309702324,2024-04-26 01:00:25.288745,2024-04-26 01:00:28.155599,0 days 00:00:02.866854,320.0,-320.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
447.0,0.0008367443641467214,2024-04-26 01:00:28.156609,2024-04-26 01:00:30.958026,0 days 00:00:02.801417,380.0,-160.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
448.0,0.0033904628227490775,2024-04-26 01:00:30.959025,2024-04-26 01:00:34.170209,0 days 00:00:03.211184,340.0,-280.0,0.6,900.0,490.0,2.0,COMPLETE,,,,,,,,
449.0,0.00010990591972428321,2024-04-26 01:00:34.172212,2024-04-26 01:00:36.563260,0 days 00:00:02.391048,300.0,-140.0,0.2,820.0,450.0,2.0,COMPLETE,,,,,,,,
450.0,0.0012549651526225123,2024-04-26 01:00:36.565261,2024-04-26 01:00:37.150033,0 days 00:00:00.584772,400.0,-180.0,0.1,980.0,90.0,2.0,COMPLETE,,,,,,,,
451.0,0.0010775674048056065,2024-04-26 01:00:37.151033,2024-04-26 01:00:39.778504,0 days 00:00:02.627471,120.0,-140.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
452.0,0.0005480107818108008,2024-04-26 01:00:39.779504,2024-04-26 01:00:42.534385,0 days 00:00:02.754881,480.0,-160.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
453.0,9.828831081489765e-06,2024-04-26 01:00:42.536386,2024-04-26 01:00:45.543897,0 days 00:00:03.007511,420.0,-300.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
454.0,0.0005415185288606759,2024-04-26 01:00:45.544896,2024-04-26 01:00:48.721626,0 days 00:00:03.176730,420.0,-300.0,0.7000000000000001,940.0,450.0,2.0,COMPLETE,,,,,,,,
455.0,0.004332531673521875,2024-04-26 01:00:48.723679,2024-04-26 01:00:50.303900,0 days 00:00:01.580221,420.0,-300.0,0.1,580.0,430.0,2.0,COMPLETE,,,,,,,,
456.0,5.792219978340215e-05,2024-04-26 01:00:50.304881,2024-04-26 01:00:53.185369,0 days 00:00:02.880488,440.0,-280.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
457.0,0.0006865362866278271,2024-04-26 01:00:53.186369,2024-04-26 01:00:54.191305,0 days 00:00:01.004936,420.0,-300.0,0.4,980.0,150.0,2.0,COMPLETE,,,,,,,,
458.0,0.0010197813225090366,2024-04-26 01:00:54.193303,2024-04-26 01:00:57.235550,0 days 00:00:03.042247,380.0,-320.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
459.0,0.0005895177693871154,2024-04-26 01:00:57.236560,2024-04-26 01:01:00.248951,0 days 00:00:03.012391,400.0,-300.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
460.0,0.00017859291800133759,2024-04-26 01:01:00.249954,2024-04-26 01:01:03.247293,0 days 00:00:02.997339,440.0,-320.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
461.0,0.002082241965798671,2024-04-26 01:01:03.249291,2024-04-26 01:01:05.881221,0 days 00:00:02.631930,420.0,-280.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
462.0,0.0005556339559979831,2024-04-26 01:01:05.882222,2024-04-26 01:01:08.892183,0 days 00:00:03.009961,400.0,-340.0,0.2,980.0,470.0,2.0,COMPLETE,,,,,,,,
463.0,0.0009425877173614788,2024-04-26 01:01:08.893183,2024-04-26 01:01:11.962363,0 days 00:00:03.069180,360.0,-320.0,0.4,900.0,490.0,2.0,COMPLETE,,,,,,,,
464.0,0.005112342473947774,2024-04-26 01:01:11.964353,2024-04-26 01:01:12.452364,0 days 00:00:00.488011,320.0,-360.0,0.1,140.0,470.0,2.0,COMPLETE,,,,,,,,
465.0,0.0014051469867422534,2024-04-26 01:01:12.453363,2024-04-26 01:01:15.414765,0 days 00:00:02.961402,340.0,-300.0,0.5,980.0,430.0,2.0,COMPLETE,,,,,,,,
466.0,6.627188164532982e-05,2024-04-26 01:01:15.415763,2024-04-26 01:01:18.464348,0 days 00:00:03.048585,440.0,-80.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
467.0,0.0006186583106784801,2024-04-26 01:01:18.465370,2024-04-26 01:01:21.092524,0 days 00:00:02.627154,400.0,-120.0,0.1,900.0,450.0,2.0,COMPLETE,,,,,,,,
468.0,0.0017505077241777211,2024-04-26 01:01:21.093545,2024-04-26 01:01:24.026539,0 days 00:00:02.932994,420.0,-140.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
469.0,0.0015438731427941923,2024-04-26 01:01:24.028516,2024-04-26 01:01:27.086306,0 days 00:00:03.057790,380.0,-260.0,0.1,980.0,490.0,2.0,COMPLETE,,,,,,,,
470.0,1.412705201845916e-05,2024-04-26 01:01:27.087308,2024-04-26 01:01:28.112303,0 days 00:00:01.024995,320.0,-180.0,0.2,300.0,490.0,2.0,COMPLETE,,,,,,,,
471.0,0.010166084158593595,2024-04-26 01:01:28.114328,2024-04-26 01:01:28.514127,0 days 00:00:00.399799,160.0,-200.0,0.1,100.0,450.0,2.0,COMPLETE,,,,,,,,
472.0,0.0009871770807726324,2024-04-26 01:01:28.515134,2024-04-26 01:01:29.239353,0 days 00:00:00.724219,360.0,-180.0,0.2,220.0,470.0,2.0,COMPLETE,,,,,,,,
473.0,0.02073733868810387,2024-04-26 01:01:29.241374,2024-04-26 01:01:29.760375,0 days 00:00:00.519001,300.0,-200.0,1.0,460.0,130.0,2.0,COMPLETE,,,,,,,,
474.0,0.005990777508764096,2024-04-26 01:01:29.761375,2024-04-26 01:01:30.739317,0 days 00:00:00.977942,340.0,-180.0,0.1,300.0,490.0,2.0,COMPLETE,,,,,,,,
475.0,0.0021690887736363186,2024-04-26 01:01:30.741315,2024-04-26 01:01:34.171527,0 days 00:00:03.430212,360.0,-320.0,0.9,980.0,450.0,2.0,COMPLETE,,,,,,,,
476.0,0.0036422831654207804,2024-04-26 01:01:34.173522,2024-04-26 01:01:35.546618,0 days 00:00:01.373096,380.0,-180.0,0.2,420.0,470.0,2.0,COMPLETE,,,,,,,,
477.0,0.0002688821909740239,2024-04-26 01:01:35.548627,2024-04-26 01:01:37.995216,0 days 00:00:02.446589,400.0,-120.0,0.1,940.0,410.0,2.0,COMPLETE,,,,,,,,
478.0,0.0013995166161187035,2024-04-26 01:01:37.996233,2024-04-26 01:01:40.655712,0 days 00:00:02.659479,320.0,-200.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
479.0,0.0025610371621564445,2024-04-26 01:01:40.657712,2024-04-26 01:01:41.920145,0 days 00:00:01.262433,400.0,-280.0,0.7000000000000001,340.0,470.0,2.0,COMPLETE,,,,,,,,
480.0,0.0022690403018559187,2024-04-26 01:01:41.922125,2024-04-26 01:01:44.762526,0 days 00:00:02.840401,420.0,-300.0,0.4,980.0,430.0,2.0,COMPLETE,,,,,,,,
481.0,0.001233260516526329,2024-04-26 01:01:44.763530,2024-04-26 01:01:47.672273,0 days 00:00:02.908743,340.0,-220.0,0.1,940.0,490.0,2.0,COMPLETE,,,,,,,,
482.0,0.0005284851472930683,2024-04-26 01:01:47.674251,2024-04-26 01:01:50.250863,0 days 00:00:02.576612,200.0,-100.0,0.2,780.0,490.0,2.0,COMPLETE,,,,,,,,
483.0,0.003934862665811959,2024-04-26 01:01:50.251865,2024-04-26 01:01:50.891863,0 days 00:00:00.639998,300.0,-240.0,0.1,180.0,470.0,2.0,COMPLETE,,,,,,,,
484.0,0.006664876325723329,2024-04-26 01:01:50.893847,2024-04-26 01:01:51.666845,0 days 00:00:00.772998,440.0,-380.0,0.5,220.0,450.0,2.0,COMPLETE,,,,,,,,
485.0,0.00035377178629541085,2024-04-26 01:01:51.667862,2024-04-26 01:01:53.340189,0 days 00:00:01.672327,380.0,-140.0,0.2,500.0,490.0,2.0,COMPLETE,,,,,,,,
486.0,0.0007124095552953353,2024-04-26 01:01:53.342212,2024-04-26 01:01:55.228148,0 days 00:00:01.885936,280.0,-120.0,0.1,620.0,470.0,2.0,COMPLETE,,,,,,,,
487.0,0.00017921496862618823,2024-04-26 01:01:55.229149,2024-04-26 01:01:57.966869,0 days 00:00:02.737720,320.0,-180.0,0.2,980.0,430.0,2.0,COMPLETE,,,,,,,,
488.0,0.00028932028633439573,2024-04-26 01:01:57.967890,2024-04-26 01:02:01.423007,0 days 00:00:03.455117,360.0,-160.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
489.0,0.0025558625123372446,2024-04-26 01:02:01.425004,2024-04-26 01:02:03.304035,0 days 00:00:01.879031,420.0,-140.0,0.2,940.0,310.0,2.0,COMPLETE,,,,,,,,
490.0,7.870756523644553e-05,2024-04-26 01:02:03.305034,2024-04-26 01:02:05.746319,0 days 00:00:02.441285,340.0,-320.0,0.1,860.0,450.0,2.0,COMPLETE,,,,,,,,
491.0,0.00013375572607180947,2024-04-26 01:02:05.747320,2024-04-26 01:02:08.818878,0 days 00:00:03.071558,400.0,-180.0,0.30000000000000004,980.0,470.0,2.0,COMPLETE,,,,,,,,
492.0,0.001791559336014554,2024-04-26 01:02:08.819881,2024-04-26 01:02:10.831202,0 days 00:00:02.011321,380.0,-300.0,0.1,660.0,470.0,2.0,COMPLETE,,,,,,,,
493.0,0.0058892348401452365,2024-04-26 01:02:10.833185,2024-04-26 01:02:10.996203,0 days 00:00:00.163018,180.0,-160.0,0.6,20.0,490.0,2.0,COMPLETE,,,,,,,,
494.0,0.0010666286898229364,2024-04-26 01:02:10.997203,2024-04-26 01:02:12.502346,0 days 00:00:01.505143,360.0,-140.0,0.4,460.0,450.0,2.0,COMPLETE,,,,,,,,
495.0,0.00027331048913459456,2024-04-26 01:02:12.504331,2024-04-26 01:02:15.398085,0 days 00:00:02.893754,320.0,-340.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
496.0,4.25474317161896e-05,2024-04-26 01:02:15.399084,2024-04-26 01:02:17.534602,0 days 00:00:02.135518,260.0,-160.0,0.1,820.0,410.0,2.0,COMPLETE,,,,,,,,
497.0,0.0002710856716083949,2024-04-26 01:02:17.535600,2024-04-26 01:02:19.574605,0 days 00:00:02.039005,260.0,-160.0,0.1,780.0,410.0,2.0,COMPLETE,,,,,,,,
498.0,0.001376151233652853,2024-04-26 01:02:19.575613,2024-04-26 01:02:21.832540,0 days 00:00:02.256927,280.0,-120.0,0.1,820.0,430.0,2.0,COMPLETE,,,,,,,,
499.0,0.0004181032361287246,2024-04-26 01:02:21.833522,2024-04-26 01:02:24.083427,0 days 00:00:02.249905,300.0,-140.0,0.1,820.0,430.0,2.0,COMPLETE,,,,,,,,
,,,,,,,,,,,,470.0,0.40000000000000004,480.0,-18.0,10.0,1.0,4.799485939023735e-06,best_result
